member_name,member_start_date,member_end_date,political_party,administrative_region
παπαδογγονας διονυσιου αλεξανδρος,1996-09-22,2000-03-14,νεα δημοκρατια,α' αθηνων
παπαδοπουλος αποστολου αθανασιος (σακης),2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,τρικαλων
παπαδοπουλος αποστολου αθανασιος (σακης),2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,τρικαλων
παπαδοπουλος αποστολου αθανασιος (σακης),2019-07-07,2023-04-22,συνασπισμος ριζοσπαστικης αριστερας,τρικαλων
παπαδοπουλος αβρααμ νικολαος,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,λαρισας
παπαδοπουλος αλεξανδρου ιωαννης,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,εβρου
παπαδοπουλος γεωργιου μιχαλης,2000-04-09,2004-02-11,νεα δημοκρατια,κοζανης
παπαδοπουλος γεωργιου μιχαλης,2004-03-07,2007-08-18,νεα δημοκρατια,κοζανης
παπαδοπουλος γεωργιου μιχαλης,2007-09-16,2009-09-07,νεα δημοκρατια,κοζανης
παπαδοπουλος γεωργιου μιχαλης,2009-10-04,2012-04-11,νεα δημοκρατια,κοζανης
παπαδοπουλος γεωργιου μιχαλης,2012-06-17,2014-12-31,νεα δημοκρατια,κοζανης
παπαδοπουλος γεωργιου μιχαλης,2019-07-07,2023-04-22,νεα δημοκρατια,κοζανης
παπαδοπουλος γεωργιου μιχαλης,2023-06-25,2023-11-13,νεα δημοκρατια,κοζανης
αραπογλου διαμαντη δημητρα,2007-09-16,2009-09-07,λαικος ορθοδοξος συναγερμος,β' πειραιως
παπαδοπουλος δημητριου νικολαος,2023-06-25,2023-11-13,δημοκρατικο πατριωτικο κινημα νικη,β' θεσσαλονικης
παπαδοπουλος ιωαννη αθανασιος,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,αχαιας
παπαδοπουλος ιωαννη ευγενιος,2012-05-06,2012-05-19,ανεξαρτητοι ελληνες - πανος καμμενος,πιεριας
παπαδοπουλος ιωαννη σταυρος,1996-09-22,2000-03-14,νεα δημοκρατια,δραμας
παπαδοπουλος ιωαννη σταυρος,2000-04-09,2004-02-11,νεα δημοκρατια,δραμας
παπαδοπουλος κωνσταντινου αλεξανδρος (αλεκος),1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,θεσπρωτιας
παπαδοπουλος κωνσταντινου αλεξανδρος (αλεκος),1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,θεσπρωτιας
παπαδοπουλος κωνσταντινου αλεξανδρος (αλεκος),1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,θεσπρωτιας
παπαδοπουλος κωνσταντινου αλεξανδρος (αλεκος),1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,θεσπρωτιας
παπαδοπουλος κωνσταντινου αλεξανδρος (αλεκος),1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,θεσπρωτιας
παπαδοπουλος κωνσταντινου αλεξανδρος (αλεκος),2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,θεσπρωτιας
παπαδοπουλος κωνσταντινου αλεξανδρος (αλεκος),2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων
παπαδοπουλος κωνσταντινου αλεξανδρος (αλεκος),2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων
παπαδοπουλος κωνσταντινου χριστοφορος,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων
παπαζωη αλεξανδρου ελισαβετ,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,κυκλαδων
παπαζωη αλεξανδρου ελισαβετ,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,κυκλαδων
παπαζωη αλεξανδρου ελισαβετ,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,κυκλαδων
παπαζωη αλεξανδρου ελισαβετ,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,κυκλαδων
παπαζωη αλεξανδρου ελισαβετ,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,κυκλαδων
αραχωβιτης γεωργιου σταυρος,2012-05-06,2012-05-19,συνασπισμος ριζοσπαστικης αριστερας,λακωνιας
αραχωβιτης γεωργιου σταυρος,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,λακωνιας
αραχωβιτης γεωργιου σταυρος,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,λακωνιας
αραχωβιτης γεωργιου σταυρος,2019-07-07,2023-04-22,συνασπισμος ριζοσπαστικης αριστερας,λακωνιας
παπαηλιας νικολαου ηλιας,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,αττικης(υπολοιπο)
παπαηλιας νικολαου ηλιας,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,αττικης(υπολοιπο)
παπαηλιας νικολαου ηλιας,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,αττικης(υπολοιπο)
παπαηλιας νικολαου ηλιας,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,αττικης(υπολοιπο)
παπαηλιας νικολαου ηλιας,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,αττικης(υπολοιπο)
παπαηλιας νικολαου ηλιας,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,αττικης(υπολοιπο)
παπαηλιας νικολαου ηλιας,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,αττικης(υπολοιπο)
παπαηλιας νικολαου ηλιας,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,αττικης(υπολοιπο)
παπαηλιου ηλια γεωργιος,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,αρκαδιας
παπαηλιου ηλια γεωργιος,2019-07-07,2023-04-22,συνασπισμος ριζοσπαστικης αριστερας,αρκαδιας
παπαηλιου ηλια γεωργιος,2023-05-21,2023-05-29,συνασπισμος ριζοσπαστικης αριστερας - προοδευτικη συμμαχια,αρκαδιας
παπαηλιου ηλια γεωργιος,2023-06-25,2023-11-13,συνασπισμος ριζοσπαστικης αριστερας - προοδευτικη συμμαχια,αρκαδιας
παπαθαναση κωνσταντινου αφροδιτη,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,φωκιδας
παπαθανασης δαμιανου αθανασιος,2023-05-21,2023-05-29,νεα δημοκρατια,αιτωλοακαρνανιας
παπαθανασης δαμιανου αθανασιος,2023-06-25,2023-11-13,νεα δημοκρατια,αιτωλοακαρνανιας
παπαθανασης χρηστου νικολαος (νικος),2023-05-21,2023-05-29,νεα δημοκρατια,β1' βορειου τομεα αθηνων
παπαθανασης χρηστου νικολαος (νικος),2023-06-25,2023-11-13,νεα δημοκρατια,β1' βορειου τομεα αθηνων
παπαθανασιου δημητριου γιαννης,2000-04-09,2004-02-11,νεα δημοκρατια,επικρατειας
παπαθανασιου δημητριου γιαννης,2004-03-07,2007-08-18,νεα δημοκρατια,β' αθηνων
παπαθανασιου δημητριου γιαννης,2007-09-16,2009-09-07,νεα δημοκρατια,β' αθηνων
παπαθανασιου δημητριου γιαννης,2009-10-04,2012-04-11,νεα δημοκρατια,β' αθηνων
παπαθανασιου δημητριου γιαννης,2012-05-06,2012-05-19,νεα δημοκρατια,β' αθηνων
παπαθεμελης μιχαηλ στυλιανος-αγγελος,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,α' θεσσαλονικης
παπαθεμελης μιχαηλ στυλιανος-αγγελος,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,α' θεσσαλονικης
παπαθεμελης μιχαηλ στυλιανος-αγγελος,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,α' θεσσαλονικης
παπαθεμελης μιχαηλ στυλιανος-αγγελος,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,α' θεσσαλονικης
παπαθεμελης μιχαηλ στυλιανος-αγγελος,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,α' θεσσαλονικης
παπαθεμελης μιχαηλ στυλιανος-αγγελος,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,α' θεσσαλονικης
παπαθεμελης μιχαηλ στυλιανος-αγγελος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,α' θεσσαλονικης
παπαθεμελης μιχαηλ στυλιανος-αγγελος,2004-04-06,2007-08-18,ανεξαρτητοι (εκτος κομματος),α' θεσσαλονικης
παπαθεμελης μιχαηλ στυλιανος-αγγελος,2004-03-07,2004-04-05,νεα δημοκρατια,α' θεσσαλονικης
παπαθεοδωρου παναγιωτη θεοδωρος,2015-09-20,2019-06-11,δημοκρατικη συμπαραταξη (πανελληνιο σοσιαλιστικο κινημα - δημοκρατικη αριστερα),αχαιας
αγατσα αριστειδη αριαδνη (αρια),2012-04-04,2012-04-11,ανεξαρτητοι (εκτος κομματος),βοιωτιας
